CS_WarnFriendlyDamageInterval | gamedll,cheat | Defines how frequently the server notifies clients that a player damaged a friend
mat_shading_complexity | reference | 
mat_shadowmap_luxels | cheat | 
mat_show_distance_field | cheat | 0=Off, 1=Visualize trace from camera, 2=Visualize occlusion, 3=Visualize far field trace from camera
mat_slopescaledepthbias_shadowmap | developmentonly,clientdll,defensive | 
mat_viewportscale | developmentonly,clientdll,defensive | Scale down the main viewport (to reduce GPU impact on CPU profiling)
mat_wireframe | cheat | 0=Off, 1=Surface Wireframe, 2=Transparent Wireframe
mem_level | developmentonly,clientdll,defensive | Memory Level - Default: High
mem_test_each_frame | developmentonly,defensive | Run heap check at end of every frame
mem_test_every_n_seconds | developmentonly,defensive | Run heap check at a specified interval
mem_test_quiet | developmentonly,defensive | Don't print stats when memtesting
mesh_calculate_curvature_smooth_invert | gamedll,clientdll,replicated,cheat | 
mesh_calculate_curvature_smooth_pass_count | gamedll,clientdll,replicated,cheat | 
mesh_calculate_curvature_smooth_weight | gamedll,clientdll,replicated,cheat | 
mic_listen_while_nonfocused | developmentonly,clientdll,defensive | Enables the ability for the mic to remain open if the window loses focus such as when a caster tabs out to adjust settings
mm_csgo_community_search_players_min | release | When performing CSGO community matchmaking look for servers with at least so many human players
mm_debug_friend_rp | developmentonly | 
mm_dedicated_allow | developmentonly | 1 = allow searches for dedicated servers
mm_dedicated_fake | developmentonly | 1 = pretend like search is going, but abort after some time
mm_dedicated_force_servers | release | Comma delimited list of ip:port of servers used to search for dedicated servers instead of searching for public servers. Use syntax `publicip1:port|privateip1:port,publicip2:port|privateip2:port` if your server is behind NAT. If the server is behind NAT, you can specify `0.0.0.0|privateip:port` and if server port is in the list of `mm_server_search_lan_ports` its public address should be automatically detected.
mm_dedicated_ip | developmentonly | IP address of dedicated servers to consider available
mm_dedicated_search_maxping |  | Longest preferred ping to dedicated servers for games
mm_dedicated_search_maxresults | developmentonly | 
mm_dedicated_timeout_request | developmentonly | 
mm_dlcs_mask_extras | developmentonly,defensive | 
mm_dlcs_mask_fake | developmentonly,defensive | 
mm_events_listeners_validation | developmentonly | 
mm_ignored_sessions_forget_pass | developmentonly | 
mm_ignored_sessions_forget_time | developmentonly | 
mm_player_search_count | developmentonly | 
mm_player_search_lan_ping_duration | developmentonly | Duration of LAN discovery ping phase.
mm_player_search_lan_ping_interval | developmentonly | Interval between LAN discovery pings.
mm_player_search_requests_limit | developmentonly | How many friend requests are displayed.
mm_player_search_update_interval | developmentonly | Interval between players searches.
mm_session_search_num_results | developmentonly | 
mm_session_search_qos_timeout | release | 
mm_session_sys_connect_timeout | developmentonly | 
mm_session_sys_delay_create | developmentonly | 
mm_session_sys_delay_create_host | developmentonly | 
mm_session_sys_kick_ban_duration | release | 
mm_session_sys_pkey | release | 
mm_session_sys_ranking_timeout | developmentonly | 
mm_session_sys_slots_guaranteed | developmentonly | 
mm_session_team_res_timeout | developmentonly | 
mm_session_voice_loading | developmentonly | 
mm_sv_load_test | developmentonly | 
mm_teamsearch_errortime | developmentonly | Time team search is in error state until it self-cancels
mm_teamsearch_nostart | developmentonly | Team search will fake cancel before searching for server
mm_title_debug_version | developmentonly | This matchmaking version will override .res file version for isolating matchmaking
mm_tu_string | developmentonly,defensive | 
mm_use_p2p_for_listen_server | developmentonly,defensive | 
mobile_fps_increase_during_charging |  | MOBILE_FPS_CONTROL: If true we increase framerate limit while charging
mobile_fps_increase_during_hfr_animations | developmentonly,hidden,defensive | MOBILE_FPS_CONTROL: If true we increase framerate limit during HFR-tagged animations and transitions.
mobile_fps_increase_during_touch |  | MOBILE_FPS_CONTROL: If true we increase framerate limit during touch
mobile_fps_limit |  | MOBILE_FPS_CONTROL: Mobile FPS limit - 15, 30, 60
model_default_preview_sequence_name | gamedll,clientdll,replicated | 
molotov_throw_detonate_time | gamedll,clientdll,replicated,release,commandline_enforced | 
molotov_usethrow_direction | gamedll,cheat | 
motdfile | gamedll,release | The MOTD file to load.
mouse_disableinput | developmentonly,defensive | Set to disable mouse input
mouse_inverty | clientdll | 
movement_stats_debug_draw | gamedll,cheat | 
movement_stats_force_calculate | gamedll,cheat | 
mp_afterroundmoney | gamedll,clientdll,replicated,release,commandline_enforced | amount of money awared to every player after each round
mp_allowspectators | developmentonly,gamedll,clientdll,replicated,defensive | toggles whether the server allows spectator mode or not
mp_anyone_can_pickup_c4 | gamedll,clientdll,replicated,release,commandline_enforced | If set, everyone can pick up the c4, not just Ts.
mp_autokick | gamedll,replicated,release,commandline_enforced | Kick idle/team-killing/team-damaging players
mp_autoteambalance | gamedll,release,commandline_enforced | 
mp_backup_restore_load_autopause | gamedll,release | Whether to automatically pause the match after restoring round data from backup
mp_backup_round_auto | gamedll,release | If enabled will keep in-memory backups to handle reconnecting players even if the backup files aren't written to disk
mp_backup_round_file | gamedll,release | If set then server will save all played rounds information to files filename_date_time_team1_team2_mapname_roundnum_score1_score2.txt
mp_backup_round_file_last | gamedll,release | Every time a backup file is written the value of this convar gets updated to hold the name of the backup file.
mp_backup_round_file_pattern | gamedll,release | If set then server will save all played rounds information to files named by this pattern, e.g.'%prefix%_%date%_%time%_%team1%_%team2%_%map%_round%round%_score_%score1%_%score2%.txt'
mp_bot_ai_bt | gamedll,release,commandline_enforced | Use the specified behavior tree file to drive the bot behavior.
mp_buy_allow_grenades | gamedll,clientdll,replicated,release,commandline_enforced | Whether players can purchase grenades from the buy menu or not.
mp_buy_allow_guns | gamedll,clientdll,replicated,release,commandline_enforced | Whether players can purchase guns: pistols (1), SMGs (2), rifles (4), shotguns (8), sniper rifles (16), heavy MGs (32).
mp_buy_anywhere | gamedll,clientdll,replicated,release,commandline_enforced | When set, players can buy anywhere, not only in buyzones. 0 = default. 1 = both teams. 2 = Terrorists. 3 = Counter-Terrorists.
mp_buy_during_immunity | gamedll,clientdll,replicated,release,commandline_enforced | When set, players can buy when immune, ignoring buytime. 0 = default. 1 = both teams. 2 = Terrorists. 3 = Counter-Terrorists.
mp_buytime | gamedll,clientdll,replicated,release,commandline_enforced | How many seconds after round start players can buy items for.
mp_c4_cannot_be_defused | gamedll,clientdll,replicated,release,commandline_enforced | If set, the planted c4 cannot be defused.
mp_c4timer | gamedll,clientdll,replicated,release,commandline_enforced | how long from when the C4 is armed until it blows
mp_chattime | developmentonly,gamedll,clientdll,replicated,defensive | amount of time players can chat after the game is over
mp_competitive_endofmatch_extra_time | gamedll,release | After a competitive match finishes rematch voting extra time is given for rankings.
mp_consecutive_loss_aversion | gamedll,clientdll,replicated,release | How loss streak is affected with round win: 0 = win fully resets loss bonus, 1 = first win steps down loss bonus, 2 = first win holds loss bonus and step down starting with second win
mp_consecutive_loss_max | gamedll,clientdll,replicated,release,commandline_enforced | 
mp_coopmission_bot_difficulty_offset | gamedll,replicated,release,commandline_enforced | The difficulty offset modifier for bots during coop missions.
mp_ct_default_grenades | gamedll,clientdll,replicated,release,commandline_enforced | The default grenades that the CTs will spawn with.  To give multiple grenades, separate each weapon class with a space like this: 'weapon_molotov weapon_hegrenade'
mp_ct_default_melee | gamedll,clientdll,replicated,release,commandline_enforced | The default melee weapon that the CTs will spawn with.  Even if this is blank, a knife will be given. To give a taser, it should look like this: 'weapon_knife weapon_taser'.  Remember to set mp_weapons_allow_zeus to 1 if you want to give a taser!
mp_ct_default_primary | gamedll,clientdll,replicated,release,commandline_enforced | The default primary (rifle) weapon that the CTs will spawn with
mp_ct_default_secondary | gamedll,clientdll,replicated,release,commandline_enforced | The default secondary (pistol) weapon that the CTs will spawn with
mp_damage_headshot_only | gamedll,clientdll,replicated,release,commandline_enforced | Determines whether non-headshot hits do any damage.
mp_damage_scale_ct_body | gamedll,clientdll,replicated,release,commandline_enforced | Scales the damage a CT player takes by this much when they take damage in the body. (1 == 100%, 0.5 == 50%)
mp_damage_scale_ct_head | gamedll,clientdll,replicated,release,commandline_enforced | Scales the damage a CT player takes by this much when they take damage in the head (1 == 100%, 0.5 == 50%).  REMEMBER! headshots do 4x the damage of the body before this scaler is applied.
mp_damage_scale_t_body | gamedll,clientdll,replicated,release,commandline_enforced | Scales the damage a T player takes by this much when they take damage in the body. (1 == 100%, 0.5 == 50%)
mp_damage_scale_t_head | gamedll,clientdll,replicated,release,commandline_enforced | Scales the damage a T player takes by this much when they take damage in the head (1 == 100%, 0.5 == 50%).  REMEMBER! headshots do 4x the damage of the body before this scaler is applied.
mp_damage_vampiric_amount | gamedll,replicated,release,commandline_enforced | If Set to non-0, will determine the fraction of damage dealt that will be given to attacker.
mp_death_drop_c4 | gamedll,clientdll,replicated,release,commandline_enforced | Whether c4 is droppable
mp_death_drop_defuser | gamedll,clientdll,replicated,release,commandline_enforced | Drop defuser on player death
mp_death_drop_grenade | gamedll,clientdll,replicated,release,commandline_enforced | Which grenade to drop on player death: 0=none, 1=best, 2=current or best, 3=all grenades
mp_death_drop_gun | gamedll,clientdll,replicated,release,commandline_enforced | Which gun to drop on player death: 0=none, 1=best, 2=current or best
mp_death_drop_healthshot | gamedll,clientdll,replicated,release | Drop healthshot on player death
mp_death_drop_taser | gamedll,clientdll,replicated,release | Drop taser on player death
mp_deathcam_skippable | gamedll,replicated,release,commandline_enforced | Determines whether a player can early-out of the deathcam.
mp_default_team_winner_no_objective | gamedll,clientdll,replicated,release,commandline_enforced | If the map doesn't define an objective (bomb, hostage, etc), the value of this convar will declare the winner when the time runs out in the round.
