_fov | developmentonly,clientdll,defensive | Automates fov command to server.
citadel_player_outline_fade_at_min | developmentonly,clientdll | 
citadel_player_outline_fade_range_max | developmentonly,clientdll | 
citadel_player_outline_fade_range_min | developmentonly,clientdll | 
citadel_player_override_spawn_time | developmentonly,gamedll | 
citadel_player_pawn_ag2_enable | developmentonly,gamedll,replicated,release | Enable AG2 for heroes who define an AG2 graph
citadel_player_ping_duration | gamedll,cheat | 
citadel_player_regen_zone_bonus_base | gamedll,clientdll,replicated,cheat | When standing in a regen zone, how much extra do we regen per second?
citadel_player_regen_zone_bonus_pct | gamedll,clientdll,replicated,cheat | When standing in a regen zone, how much extra do we regen per second based on max health percentage?
citadel_player_regen_zone_stamina_regen | gamedll,clientdll,replicated,cheat | When standing in a regen zone, how much extra do we stamina percentage
citadel_player_slide_breakable_debug | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_player_slide_breakable_lookahead | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_player_slide_breakable_radius | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_player_slide_min_percent | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_player_spawn_distance_from_other | developmentonly,gamedll | 
citadel_player_spawn_time_in_base_penalty | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_max_ramp_1 | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_max_ramp_1_time | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_max_ramp_2 | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_max_ramp_2_time | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_max_ramp_3 | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_max_ramp_3_time | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_max_respawn_time | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_min_ramp_1 | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_min_ramp_1_time | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_min_ramp_2 | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_min_ramp_2_time | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_min_ramp_3 | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_min_ramp_3_time | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_rich_nw_penalty_max_ramp_behind_nw_pct | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_rich_nw_penalty_max_ramp_extratime | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_rich_nw_penalty_max_ramp_gametime | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_rich_nw_penalty_max_ramp_pct | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_rich_nw_penalty_min_ramp_behind_nw_pct | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_rich_nw_penalty_min_ramp_extratime | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_rich_nw_penalty_min_ramp_gametime | developmentonly,gamedll,defensive | 
citadel_player_spawn_time_rich_nw_penalty_min_ramp_pct | developmentonly,gamedll,defensive | 
citadel_player_starting_death_penalty_gold | developmentonly,gamedll,replicated,defensive | Initial deaht penalty gold for players.
citadel_player_starting_gold | developmentonly,gamedll,clientdll,replicated,defensive | Initial gold for players.
citadel_player_starting_hero | developmentonly,gamedll,clientdll,replicated | Which hero to auto-select the first time in the game.
citadel_player_starting_team | developmentonly,gamedll,clientdll,replicated | Which team to auto-select the first time in the game.
citadel_playofthegame_allow_showing_last_timeframe | developmentonly,gamedll | 
citadel_playofthegame_debug_always_show_last_timeframe | developmentonly,gamedll | 
citadel_playofthegame_debug_never_expire_events | developmentonly,gamedll | 
citadel_playofthegame_disable_eval | developmentonly,gamedll,clientdll,replicated | Allow evaluation of new plays
citadel_playofthegame_draw_eval | developmentonly,gamedll | 
citadel_playofthegame_fake | developmentonly,gamedll,clientdll,replicated | 
citadel_playofthegame_interval_bias | developmentonly,gamedll | 
citadel_playofthegame_intro_duration | developmentonly,gamedll,clientdll,replicated | 
citadel_playofthegame_length | developmentonly,gamedll,clientdll,replicated | 
citadel_playofthegame_live_evalinterval | developmentonly,gamedll | 
citadel_playofthegame_log | developmentonly,gamedll,clientdll,replicated | 
citadel_playofthegame_min_leadup | developmentonly,gamedll | 
citadel_playofthegame_min_winddown | developmentonly,gamedll | 
citadel_playofthegame_outro_duration | developmentonly,gamedll,clientdll,replicated | 
citadel_playofthegame_pre_first_callout_duration | developmentonly,gamedll,clientdll,replicated | 
citadel_playofthegame_prewarm_duration | developmentonly,gamedll,clientdll,replicated | 
citadel_playtest_fake_coopbot_player_count | developmentonly,clientdll | 
citadel_playtest_fake_schedule | developmentonly,clientdll | 
citadel_playtest_fake_unranked_player_count | developmentonly,clientdll | 
citadel_portrait_unit_ag2_enable | developmentonly,clientdll | Enable AG2 use in portrait units
citadel_portrait_world_renderer_off | developmentonly,clientdll | 
citadel_post_game_local_player_screen_enabled | developmentonly,clientdll | 
citadel_post_game_progress | developmentonly,clientdll | -1 = force disabled, 0 = default, 1 = force enabled
citadel_postgame_duration | gamedll,cheat | How long postgame lasts until play of the game
citadel_powerup_initial_spawn_time_override | developmentonly,gamedll | If positive, override initial spawn time (in seconds) for all powerup camps
citadel_powerup_spawn_enabled | developmentonly,gamedll | 
citadel_powerup_spawn_interval_override | developmentonly,gamedll | If positive, override initial spawn interval (in seconds) for all powerup camps
citadel_powerup_spawner_show_event_timer | developmentonly,clientdll,replicated | 
citadel_pregame_fake_game_state | developmentonly,clientdll | 
citadel_pregame_fake_match_intro_duration | developmentonly,clientdll | 
citadel_pregame_fake_match_intro_state | developmentonly,clientdll | 
citadel_pregame_fake_team_reveal_heroes_1 | developmentonly,clientdll | Comma separated hero names or hero ids for the team reveal screen.
citadel_pregame_fake_team_reveal_heroes_2 | developmentonly,clientdll | Comma separated hero names or hero ids for the team reveal screen.
citadel_pregame_hero_reveal_duration | developmentonly,clientdll | 
citadel_pregame_hero_reveal_full_sequence | developmentonly,clientdll | 
citadel_pregame_wait_duration | gamedll,cheat | How long pre-match is until we start the match
citadel_previous_umuted_audio_level | clientdll | 
citadel_priority_token_fake_count | developmentonly,clientdll | Override the priority token count. -1 uses the real value.
citadel_priority_token_fake_progress | developmentonly,clientdll | Override the priority token progress. -1 uses the real value.
citadel_private_lobby_allow_no_players | developmentonly,clientdll | Allow for a private lobby to not have players to help test with spectating
citadel_private_lobby_bot_difficulty | clientdll,release | 
citadel_private_lobby_cheats_enabled | clientdll,release | 
citadel_private_lobby_duplicate_heroes_enabled | clientdll,release | 
citadel_private_lobby_is_publicly_visible | clientdll,release | 
citadel_private_lobby_randomize_lanes | clientdll,release | 
citadel_private_lobby_server_region | clientdll,release | 
citadel_profile_card_cache_duration | developmentonly,clientdll | Number of seconds before re-requesting data for a profile card
citadel_profile_card_fake_data | developmentonly,clientdll | Use fake dummy data for profile cards instead of the real data from the GC.
citadel_profile_card_full_details | developmentonly,clientdll | Use fake dummy data for profile cards instead of the real data from the GC.
citadel_profile_tooltip_enabled | developmentonly,clientdll | 
citadel_projectile_los_scale | developmentonly,gamedll,clientdll,replicated | How much exposure of the Capsule is needed for LoS.  1 means a pixel, 0 means requires center
citadel_projectile_radius_debug | developmentonly,gamedll,clientdll,replicated | 
citadel_punkgoat_debugdraw | developmentonly,gamedll,clientdll,replicated,cheat | 
citadel_punkgoat_max_charge_unlag_players | developmentonly,gamedll | 
citadel_punkgoat_show_tether_snap_range | developmentonly,gamedll,clientdll,replicated,cheat | 
citadel_punkgoat_slam_output_time | developmentonly,gamedll,replicated,cheat | 
citadel_purchasing_damage_time_s | developmentonly,gamedll,clientdll,replicated,defensive | How long after taking damage can you purchase mods.
citadel_quick_cast_select_effects_delay | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_quick_response_display_time | developmentonly,clientdll | 
citadel_quickbuy_auto_buy_default | clientdll | Default for whether auto-buy is enabled in normal games.
citadel_quickbuy_enable | clientdll | If enabled, show quickbuy in the HUD
citadel_quit_delay | developmentonly,clientdll | 
citadel_radial_ability_suggestion_weight | developmentonly,clientdll,defensive | How much extra weight to give a segment when it's the next recommended ability.
citadel_radial_distortion | developmentonly,clientdll,defensive | 0: Off 1: Distorts the visible distribution of arcs based on the mouse pointer.
citadel_radial_distortion_growth_factor | developmentonly,clientdll,defensive | When the cursor enters a radial arc fully, how much should it grow by (in terms of weight)
citadel_radial_testing | developmentonly,clientdll,defensive | 0: Normal. 1: Inhibit showing the hud abilities' upgrade panel when the scoreboard is open.
citadel_rapid_stamina_regen | gamedll,clientdll,replicated,cheat | 
citadel_recent_boss_damage_for_assist_time | developmentonly,gamedll,defensive | 
citadel_recent_comms_recording_window | gamedll,replicated,release | 
citadel_recent_comms_session_attempt_throttled_count | gamedll,replicated,release | 
citadel_recent_comms_throttling_limit | gamedll,replicated,release | 
citadel_recent_comms_throttling_penalty | gamedll,replicated,release | 
citadel_reconnect_idle_buffer_time | developmentonly,gamedll,defensive | How much extra time the player has after reconnecting before he gets marked as AFK.
citadel_region_override | clientdll,release | Override the region of the client
citadel_replay_manager_download_chunk_size | clientdll | 
citadel_replay_manager_download_simultaneous_requests | clientdll | 
citadel_replay_marker_time_offset | developmentonly,clientdll,defensive | How many seconds to start the replay before the event marker.
citadel_replay_prev_marker_threshold | developmentonly,clientdll,defensive | 
citadel_report_card_dismissal_timeout | developmentonly,gamedll | How long do we wait for them to dismiss the popup dialog in lane training?
